,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
165,Tuckahoe,90,US,1571042182,100,37.59,-77.56,64.99,3.36
166,Cherskiy,100,RU,1571042183,94,68.75,161.3,27.52,3.76
167,Salyan,0,AZ,1571042185,41,39.59,48.98,75.02,7.73
168,Sinegorye,100,RU,1571042186,95,62.09,150.53,6.93,2.78
169,Severo-Kurilsk,40,RU,1571042187,77,50.68,156.12,34.05,20.18
170,Chokurdakh,95,RU,1571042189,96,70.62,147.9,11.52,9.01
171,Southbridge,40,US,1571042190,81,42.08,-72.03,51.8,5.82
172,Auki,0,NG,1571042191,62,12.18,6.51,83.73,4.4
173,Evensk,92,RU,1571042192,79,61.92,159.24,18.77,6.81
174,Balsas,4,BR,1571042195,41,-7.53,-46.04,76.55,5.0
175,Broome,100,GB,1571042196,93,52.47,1.45,53.01,2.24
176,Saint George,20,GR,1571042197,73,39.45,22.34,71.6,5.82
177,Byron Bay,1,AU,1571042199,77,-28.65,153.62,69.8,10.29
178,Sitka,0,US,1571042200,71,37.17,-99.65,48.0,11.01
179,Kargasok,100,RU,1571042202,74,59.06,80.87,52.16,12.41
180,Denpasar,75,ID,1571042203,74,-8.65,115.22,84.2,13.87
181,Olinda,90,AU,1571042204,82,-37.84,145.39,62.01,14.99
182,Murray Bridge,0,AU,1571042206,81,-35.12,139.28,63.0,1.99
183,Alice Springs,97,AU,1571042207,6,-23.7,133.88,100.4,4.7
184,Lasa,20,CY,1571042208,21,34.92,32.53,91.0,3.36
185,Hasaki,75,JP,1571042210,93,35.73,140.83,64.4,14.99
186,Narsaq,72,GL,1571042211,42,60.91,-46.05,32.0,8.05
187,Gat,20,SN,1571042213,83,14.69,-16.54,78.8,8.05
188,Lompoc,90,US,1571042214,93,34.64,-120.46,57.0,8.44
189,Makakilo City,20,US,1571042215,61,21.35,-158.09,80.6,12.75
190,Urucara,32,BR,1571042217,73,-2.54,-57.76,75.07,1.9
191,Ponta do Sol,99,BR,1571042218,75,-20.63,-46.0,64.98,1.34
192,Chuy,98,UY,1571042219,71,-33.69,-53.46,49.5,12.61
193,Isangel,70,VU,1571042222,80,-19.55,169.27,70.99,11.61
194,Canchungo,75,GW,1571042223,94,12.07,-16.03,77.0,5.82
195,Katsuura,75,JP,1571042225,64,33.93,134.5,71.6,10.29
196,Iglesias,40,ES,1571042227,52,42.3,-3.99,64.4,24.16
197,Alekseyevsk,100,RU,1571042228,97,57.84,108.35,32.67,9.49
198,Abu Dhabi,0,AE,1571042229,32,24.47,54.37,95.0,5.82
199,Longyearbyen,45,NO,1571042231,62,78.22,15.63,19.4,1.12
200,Airai,0,TL,1571042232,36,-8.93,125.41,73.13,5.64
201,Beloha,0,MG,1571042234,24,-25.17,45.06,91.54,7.31
202,Shemordan,100,RU,1571042235,80,56.19,50.4,47.01,16.29
203,Cervo,34,BR,1571042237,71,-22.19,-46.24,61.52,1.77
204,Topolevo,14,RU,1571042238,27,48.51,135.17,37.4,17.9
205,Les Cayes,69,HT,1571042239,75,18.19,-73.75,83.46,12.07
206,Pangoa,70,PE,1571042241,84,-12.12,-73.0,64.99,2.89
207,Jalu,57,LY,1571042242,30,29.03,21.55,85.6,14.23
208,Shihezi,0,CN,1571042243,22,44.3,86.03,72.5,6.7
209,Malanje,100,AO,1571042245,95,-9.54,16.35,65.14,3.57
210,Laguna,75,BZ,1571042246,100,16.17,-88.94,73.4,4.7
211,Kolyvan,100,RU,1571042247,44,55.31,82.74,59.88,10.72
212,Shiyan,100,CN,1571042249,83,32.65,110.78,55.92,6.01
213,Luanda,75,AO,1571042250,78,-8.83,13.24,77.0,5.82
214,Porto Velho,100,BR,1571042251,94,-8.75,-63.87,73.4,1.81
215,Poum,0,MK,1571042253,72,41.28,20.71,62.6,1.12
216,Hinton,99,CA,1571042254,99,53.4,-117.57,30.72,2.88
217,Bilma,0,NE,1571042255,18,18.69,12.92,91.71,11.25
218,Mackay,90,CA,1571042257,97,53.65,-115.58,32.0,4.7
219,Cockburn Town,36,TC,1571042258,78,21.46,-71.14,82.35,12.0
220,Berdigestyakh,100,RU,1571042259,91,62.1,126.7,24.94,6.93
221,Kahului,40,US,1571042260,74,20.89,-156.47,78.8,14.99
222,Veraval,100,FR,1571042262,93,49.65,0.71,60.01,9.17
223,Provideniya,100,RU,1571042263,93,64.42,-173.23,31.41,3.02
224,Deputatskiy,93,RU,1571042264,92,69.3,139.9,9.36,4.44
225,Mahon,75,IE,1571042266,93,51.89,-8.4,57.0,17.22
226,Road Town,1,VG,1571042267,74,18.42,-64.62,81.0,4.7
227,Oksfjord,75,NO,1571042268,86,70.24,22.35,35.6,4.7
228,Polunochnoye,100,RU,1571042269,96,60.87,60.43,41.16,1.75
229,Petropavlovsk-Kamchatskiy,75,RU,1571042271,59,53.05,158.65,35.6,6.71
230,Vardo,1,US,1571042272,87,39.62,-77.74,46.99,3.36
231,Faya,40,SA,1571042274,17,18.39,42.45,78.8,6.93
232,Kualakapuas,100,ID,1571042275,57,-3.01,114.39,87.19,6.65
233,Klaksvik,0,FO,1571042276,86,62.23,-6.59,41.0,1.12
234,Arraial do Cabo,0,BR,1571042278,86,-22.97,-42.02,72.14,25.62
235,Vossevangen,81,NO,1571042279,97,60.63,6.42,41.0,2.98
236,Nanortalik,75,GL,1571042280,73,60.14,-45.24,35.24,2.7
237,Livramento,75,BR,1571042281,88,-3.03,-60.18,75.2,10.29
238,Half Moon Bay,90,US,1571042283,81,37.46,-122.43,55.0,2.13
239,Mursalimkino,100,RU,1571042284,89,55.04,58.56,41.38,13.59
240,Clarence Town,2,AU,1571042286,72,-32.59,151.78,66.2,10.29
241,Fengzhen,9,CN,1571042287,20,40.43,113.15,41.32,7.27
242,Narrabri,0,AU,1571042288,21,-30.33,149.78,80.6,10.29
243,Dunedin,100,NZ,1571042290,85,-45.87,170.5,51.01,24.0
244,Broken Hill,0,AU,1571042291,22,-31.97,141.45,78.8,13.87
245,Aras,40,ES,1571042292,82,42.56,-2.36,71.01,21.92
246,Gore,97,ET,1571042293,51,8.15,35.53,73.9,2.74
247,Tuatapere,100,NZ,1571042295,89,-46.13,167.69,52.0,1.01
248,Gamba,0,CN,1571042296,17,28.28,88.52,45.36,8.03
249,Shubarshi,100,KZ,1571042297,82,48.59,57.19,54.27,19.34
250,Ambulu,96,ID,1571042299,85,-8.35,113.61,78.22,12.01
251,Aichach,0,DE,1571042300,82,48.46,11.13,66.0,2.24
252,Along,0,IN,1571042302,54,28.17,94.8,82.58,3.4
253,Huarmey,34,PE,1571042303,91,-10.07,-78.15,56.08,0.34
254,Butte,20,US,1571042304,86,46.01,-112.54,36.0,3.43
255,Carnarvon,0,ZA,1571042306,5,-30.97,22.13,84.11,19.52
256,Saint Andrews,100,NZ,1571042307,97,-44.53,171.19,52.0,5.01
257,Nuuk,20,GL,1571042308,63,64.17,-51.74,26.6,16.11
258,Mariental,75,BR,1571042309,88,-25.72,-49.65,68.0,8.05
259,Maraa,100,BR,1571042311,97,-1.83,-65.37,71.91,2.44
260,Pavlodar,100,KZ,1571042312,33,52.28,76.96,65.14,15.23
261,Pacific Grove,20,US,1571042313,70,36.62,-121.92,54.0,3.95
262,Auka,100,HN,1571042315,98,14.93,-83.83,71.85,3.87
263,Port Augusta,0,AU,1571042316,63,-32.49,137.76,64.4,13.87
264,Lagos,20,NG,1571042317,88,6.46,3.39,80.6,6.93
265,Turukhansk,100,RU,1571042319,95,65.8,87.96,36.61,6.52
266,Dariba,0,IN,1571042320,24,24.95,74.13,90.57,3.71
267,Voh,0,NC,1571042321,75,-20.95,164.69,70.77,16.77
268,Jutai,30,BR,1571042323,99,-1.71,-47.89,71.08,1.66
269,Noumea,75,NC,1571042324,68,-22.28,166.46,69.8,3.36
270,Toora-Khem,13,RU,1571042325,43,52.47,96.11,44.42,1.85
271,Brownwood,20,US,1571042327,59,31.71,-98.99,66.2,6.73
272,Bada,20,NG,1571042328,78,7.45,3.75,77.0,5.82
273,Svetlaya,0,RU,1571042329,39,46.54,138.33,45.32,18.08
274,Piracanjuba,100,BR,1571042331,56,-17.3,-49.02,69.82,2.74
275,Aleksandrovskiy Zavod,100,RU,1571042332,41,50.92,117.94,33.78,9.04
276,Kodinsk,100,RU,1571042333,92,58.6,99.18,35.24,4.14
277,Elat,87,CM,1571042335,69,2.91,11.16,79.32,2.99
278,Pravda,0,BG,1571042336,63,43.16,25.69,75.99,3.36
279,Bara,65,NG,1571042337,54,10.41,10.6,86.86,3.19
280,Sant Julia de Loria,38,AD,1571042339,57,42.46,1.49,68.0,1.01
281,Nouadhibou,73,MR,1571042340,64,20.93,-17.03,75.2,14.99
282,Puri,91,ID,1571042341,23,-7.54,112.45,94.15,11.27
283,Moose Factory,90,CA,1571042343,93,51.26,-80.61,41.0,7.03
284,Lebu,86,ET,1571042344,56,8.96,38.73,67.17,7.32
285,Soloneshnoye,8,RU,1571042346,27,51.65,84.32,64.24,2.02
286,Sinnamary,100,GF,1571042347,81,5.38,-52.96,80.26,9.93
287,Lagoa,40,PT,1571042348,93,37.14,-8.45,66.0,5.82
288,Padampur,0,IN,1571042350,10,29.71,73.62,99.03,6.04
289,Harper,90,US,1571042351,88,30.3,-99.24,68.0,8.68
290,Hami,0,CN,1571042352,20,42.84,93.51,64.62,2.56
291,Zhigansk,100,RU,1571042353,85,66.77,123.37,22.42,8.5
292,Pyapon,100,MM,1571042355,71,16.29,95.68,86.97,3.56
293,Tshane,7,BW,1571042356,8,-24.02,21.87,93.87,17.41
294,Picos,36,BR,1571042357,69,-7.08,-41.47,69.71,7.15
295,Yulara,55,AU,1571042359,5,-25.24,130.99,100.4,12.75
296,Kavaratti,100,IN,1571042360,72,10.57,72.64,84.11,6.7
297,Luangwa,0,MZ,1571042361,35,-15.62,30.4,91.76,12.89
298,Lerwick,40,GB,1571042362,93,60.15,-1.15,48.2,3.36
299,Ornskoldsvik,5,SE,1571042364,73,63.29,18.72,33.8,3.36
300,Bilibino,100,RU,1571042365,91,68.06,166.44,22.57,7.52
301,Praia da Vitoria,75,PT,1571042366,72,38.73,-27.07,62.6,9.35
302,Iqaluit,20,CA,1571042368,79,63.75,-68.52,24.8,4.7
303,Leshukonskoye,100,RU,1571042369,84,64.9,45.76,41.18,6.43
304,Comodoro Rivadavia,0,AR,1571042370,80,-45.87,-67.48,35.6,5.82
305,Karratha,0,AU,1571042371,70,-20.74,116.85,74.79,17.86
306,Pisco,20,PE,1571042373,82,-13.71,-76.2,61.0,5.82
307,Cairns,40,AU,1571042374,69,-16.92,145.77,78.01,6.93
308,Wuwei,0,CN,1571042375,35,37.93,102.64,49.75,7.53
309,Prince Rupert,90,CA,1571042376,93,54.32,-130.32,39.2,5.82
310,Polkowice,0,PL,1571042378,72,51.5,16.07,82.0,4.0
311,Kangasala,75,FI,1571042379,93,61.46,24.07,39.99,5.82
312,Tselinnoye,100,UA,1571042380,46,45.9,34.18,67.1,5.45
313,Anadyr,6,RU,1571042382,74,64.73,177.51,37.4,11.18
314,Arman,0,RU,1571042383,59,59.7,150.17,27.23,9.93
315,Gandia,40,ES,1571042384,83,38.97,-0.18,75.99,3.36
316,Esperance,90,AU,1571042386,87,-33.86,121.89,57.2,16.11
317,Baghdad,0,IQ,1571042387,27,33.3,44.38,91.4,6.93
318,Bonfim,38,GY,1571042388,81,3.36,-59.84,75.22,6.86
319,Ostrovnoy,100,RU,1571042390,77,68.05,39.51,34.92,5.35
320,Simao,18,CN,1571042391,88,22.76,100.79,70.43,1.46
321,Nizwa,0,OM,1571042393,16,22.93,57.53,85.77,4.85
322,Vicente Guerrero,4,MX,1571042394,93,16.93,-96.7,54.23,4.29
323,Shelburne,75,CA,1571042395,70,44.08,-80.2,46.4,8.05
324,Formosa,63,BR,1571042396,37,-15.55,-47.33,66.47,7.23
325,Nicoya,100,CR,1571042398,1,10.15,-85.45,68.0,3.77
326,Turki,100,RU,1571042399,64,51.98,43.27,57.87,11.68
327,Srednekolymsk,100,RU,1571042400,96,67.46,153.71,26.78,15.06
328,Chifeng,0,CN,1571042402,24,42.27,118.96,40.26,6.86
329,Luderitz,56,NA,1571042403,77,-26.65,15.16,59.0,10.29
330,Bria,27,CF,1571042404,66,6.54,21.99,82.96,3.84
331,Pilar,100,AR,1571042406,66,-34.46,-58.91,50.0,13.87
332,Cabatuan,95,PH,1571042407,82,16.95,121.67,78.42,7.92
333,Sao Joao da Barra,0,BR,1571042408,83,-21.64,-41.05,72.23,15.02
334,Flin Flon,100,CA,1571042410,93,54.77,-101.88,33.94,3.2
335,Ixtapa,5,MX,1571042411,94,20.71,-105.21,79.0,2.67
336,Carutapera,78,BR,1571042412,79,-1.2,-46.02,80.44,18.63
337,Leningradskiy,59,RU,1571042414,69,69.38,178.42,26.92,8.42
338,Minot,1,US,1571042415,80,48.23,-101.3,33.8,11.41
339,Pechora,100,RU,1571042416,88,65.12,57.16,39.58,6.67
340,Quang Ngai,52,VN,1571042418,79,15.12,108.8,81.21,11.9
341,Lisakovsk,33,KZ,1571042419,53,52.55,62.49,54.45,16.72
342,Taboga,40,IT,1571042420,88,46.27,13.11,63.0,2.24
343,Muros,75,ES,1571042421,100,42.77,-9.06,57.99,4.7
344,Fonte Boa,100,BR,1571042423,97,-2.51,-66.09,72.09,2.4
345,Tromso,40,NO,1571042424,92,69.65,18.96,30.99,5.82
346,Trairi,57,BR,1571042425,73,-3.28,-39.27,75.15,9.8
347,Bud,0,NO,1571042427,69,62.91,6.91,42.8,4.7
348,Dicabisagan,95,PH,1571042428,81,17.08,122.42,79.34,9.82
349,Vaitape,7,PF,1571042429,79,-16.52,-151.75,76.48,17.96
350,Guadalupe Victoria,100,MX,1571042431,74,21.68,-105.33,83.66,2.31
351,Shingu,75,JP,1571042432,83,33.72,135.99,71.6,6.93
352,Bressuire,100,FR,1571042433,72,46.84,-0.49,66.99,12.75
353,Negombo,40,LK,1571042435,74,7.21,79.83,87.8,5.82
354,Umm Lajj,5,SA,1571042436,17,25.02,37.27,101.93,11.34
355,Coquimbo,98,CL,1571042437,82,-29.95,-71.34,55.4,4.7
356,Tura,46,RU,1571042438,87,64.27,100.22,29.62,5.77
357,Jackson,1,US,1571042440,54,43.48,-110.76,34.0,4.7
358,Nara,75,JP,1571042441,82,34.68,135.8,69.8,2.24
359,Mashivka,60,UA,1571042443,50,49.44,34.87,67.23,8.55
360,Bubaque,74,GW,1571042444,75,11.28,-15.83,82.45,14.23
361,Usinsk,100,RU,1571042445,89,66.0,57.56,37.69,8.94
362,Gamboula,19,CF,1571042446,57,4.12,15.14,84.79,2.21
363,Uvat,100,RU,1571042448,91,59.14,68.9,45.59,9.87
364,Obama,100,JP,1571042449,83,35.49,135.74,66.99,8.62
365,Souillac,95,FR,1571042450,72,45.6,-0.6,68.0,19.46
366,Vao,100,EE,1571042452,92,59.1,26.19,45.81,14.11
367,Castelo Branco,5,PT,1571042453,76,39.82,-7.5,55.0,12.27
368,Rindal,0,NO,1571042454,58,63.05,9.21,36.19,2.19
369,Sola,100,TZ,1571042455,44,-3.17,33.8,79.39,7.39
370,Sembakung,89,ID,1571042457,70,3.82,117.25,84.61,6.75
371,Lazo,0,RU,1571042458,45,45.88,133.65,36.3,8.66
372,Loikaw,92,MM,1571042459,87,19.67,97.21,73.17,1.68
373,Yerbogachen,100,RU,1571042461,86,61.28,108.01,32.05,9.52
374,Sarkand,0,KZ,1571042462,17,45.41,79.91,69.82,5.18
